product_tmpl_id,product_qty,code,bom_line_ids/product_id,bom_line_ids/product_qty,bom_line_ids/product_uom_id
Minyak Goreng Minusa 1 Karton (35721),1,Minyak Goreng Minusa 1 Karton v1,Minyak Goreng Minusa 1liter,6,Units
